HOLEID,FROM,TO,LITHO,HARD,FIB
23GC02615,4,5,SA,2,0
23GC02615,5,6,SA,2,0
23GC02615,6,7,SA,2,0
23GC02615,7,8,SA,2,0
23GC02615,8,9,SA,2,0
23GC02615,9,10,SA,2,0
23GC02615,10,11,SA,2,0
23GC02615,11,12,SA,2,0
23GC02615,12,13,SA,2,0
23GC02615,13,14,SA,2,0
23GC02615,14,15,SA,2,0
23GC02615,15,16,SA,2,0
23GC02615,16,17,SA,2,0
23GC02615,17,18,SA,2,0
23GC02615,18,19,SA,2,0
23GC02615,19,20,SA,2,0
23GC02615,20,21,SA,2,0
23GC02615,21,22,SS,1,0
23GC02615,22,23,SS,1,0
23GC02615,23,24,SS,1,0
23GC02616,0,1,SA,2,0
23GC02616,1,2,SA,2,0
23GC02616,2,3,SA,2,0
23GC02616,3,4,SA,2,0
23GC02616,4,5,SA,2,0
23GC02616,5,6,SA,2,0
23GC02616,6,7,SA,2,0
23GC02616,7,8,SA,2,0
23GC02616,8,9,SS,1,0
23GC02616,9,10,SS,1,0
23GC02616,10,11,SA,2,0
23GC02616,11,12,SA,2,0
23GC02616,12,13,SA,2,0
23GC02616,13,14,SA,2,0
23GC02616,14,15,SA,2,0
23GC02616,15,16,SA,2,0
23GC02616,16,17,SA,2,0
23GC02616,17,18,SA,2,0
23GC02616,18,19,SA,2,0
23GC02616,19,20,SA,2,0
23GC02616,20,21,SA,2,0
23GC02616,21,22,SA,2,0
23GC02616,22,23,SA,2,0
23GC02616,23,24,SA,2,0
23GC02617,0,1,SA,2,0
23GC02617,1,2,SA,2,0
23GC02617,2,3,SA,2,0
23GC02617,3,4,SA,2,0
23GC02617,4,5,SA,2,0
23GC02617,5,6,SA,2,0
23GC02617,6,7,SA,2,0
23GC02617,7,8,SA,2,0
23GC02617,8,9,SS,1,0
23GC02617,9,10,SS,1,0
23GC02617,10,11,SS,1,0
23GC02617,11,12,SA,2,0
23GC02617,12,13,SA,2,0
23GC02617,13,14,SA,2,0
23GC02617,14,15,SA,2,0
23GC02617,15,16,SA,2,0
23GC02617,16,17,SA,2,0
23GC02617,17,18,SA,2,0
23GC02617,18,19,SA,2,0
23GC02617,19,20,SA,2,0
23GC02617,20,21,SA,2,0
23GC02617,21,22,SA,2,0
23GC02617,22,23,UM,3,0
23GC02617,23,24,UM,3,0
23GC02618,0,1,TZ,3,0
23GC02618,1,2,TZ,3,0
23GC02618,2,3,SA,2,0
23GC02618,3,4,SA,2,0
23GC02618,4,5,SA,2,0
23GC02618,5,6,SS,1,0
23GC02618,6,7,SA,2,0
23GC02618,7,8,SA,2,0
23GC02618,8,9,SA,2,0
23GC02618,9,10,SA,2,0
23GC02618,10,11,SA,2,0
23GC02618,11,12,SA,2,0
23GC02618,12,13,SA,2,0
23GC02618,13,14,SA,2,0
23GC02618,14,15,SA,3,0
23GC02618,15,16,SA,3,0
23GC02618,16,17,SA,3,0
23GC02618,17,18,SA,3,0
23GC02618,18,19,SA,3,0
23GC02618,19,20,SA,3,0
23GC02618,20,21,UM,3,0
23GC02618,21,22,UM,3,0
23GC02618,22,23,UM,3,0
23GC02618,23,24,UM,3,0
23GC02619,0,1,SS,2,0
23GC02619,1,2,SS,2,0
23GC02619,2,3,SA,2,0
23GC02619,3,4,SA,2,0
23GC02619,4,5,SA,2,0
23GC02619,5,6,SA,2,0
23GC02619,6,7,SS,1,0
23GC02619,7,8,SS,1,0
23GC02619,8,9,SS,1,0
23GC02619,9,10,SS,1,0
23GC02619,10,11,SA,2,0
23GC02619,11,12,SA,2,0
23GC02619,12,13,SA,2,0
23GC02619,13,14,SA,2,0
23GC02619,14,15,SA,2,0
23GC02619,15,16,SA,2,0
23GC02619,16,17,SA,2,0
23GC02619,17,18,SA,2,0
23GC02619,18,19,SA,2,0
23GC02619,19,20,SA,2,0
23GC02619,20,21,SA,2,0
23GC02619,21,22,SA,2,0
23GC02619,22,23,SA,2,0
23GC02619,23,24,SA,2,0
23GC02620,0,1,SS,2,0
23GC02620,1,2,SS,2,0
23GC02620,2,3,SS,1,0
23GC02620,3,4,SS,1,0
23GC02620,4,5,SS,1,0
23GC02620,5,6,SS,1,0
23GC02620,6,7,SS,1,0
23GC02620,7,8,SS,2,0
23GC02620,8,9,SS,2,0
23GC02620,9,10,SA,2,0
23GC02620,10,11,SA,2,0
23GC02620,11,12,SA,2,0
23GC02620,12,13,SA,2,0
23GC02620,13,14,SA,2,0
23GC02620,14,15,SA,2,0
23GC02620,15,16,SA,2,0
23GC02620,16,17,SA,2,0
23GC02620,17,18,SA,2,0
23GC02620,18,19,SA,2,0
23GC02620,19,20,SA,2,0
23GC02620,20,21,SA,2,0
23GC02620,21,22,SA,2,0
23GC02620,22,23,SA,2,0
23GC02620,23,24,SA,2,0
23GC02620,24,25,SA,2,0
23GC02620,25,26,SA,2,0
23GC02620,26,27,SA,2,0
23GC02620,27,28,SA,2,0
23GC02620,28,29,UM,3,0
23GC02620,29,30,UM,3,0
23GC02620,30,31,UM,3,0
23GC02620,31,32,UM,3,0
23GC02621,0,1,TZ,2,0
23GC02621,1,2,FZ,2,0
23GC02621,2,3,FZ,2,0
23GC02621,3,4,FZ,2,0
23GC02621,4,5,FZ,2,0
23GC02621,5,6,FZ,2,0
23GC02621,6,7,SF,1,0
23GC02621,7,8,SF,1,0
23GC02621,8,9,SM,1,0
23GC02621,9,10,SM,1,0
23GC02621,10,11,SS,1,0
23GC02621,11,12,SS,1,0
23GC02621,12,13,SS,1,0
23GC02621,13,14,SS,1,0
23GC02621,14,15,SA,2,0
23GC02621,15,16,SA,2,0
23GC02621,16,17,SA,2,0
23GC02621,17,18,SA,2,0
23GC02621,18,19,SA,2,0
23GC02621,19,20,SA,2,0
23GC02621,20,21,SA,2,0
23GC02621,21,22,SA,2,0
23GC02621,22,23,SA,2,0
23GC02621,23,24,SA,2,0
23GC02621,24,25,SA,2,0
23GC02621,25,26,SA,2,0
23GC02621,26,27,SA,2,0
23GC02621,27,28,SA,2,0
23GC02621,28,29,SA,2,0
23GC02621,29,30,UM,3,0
23GC02621,30,31,UM,3,0
23GC02621,31,32,UM,3,0
23GC02621,32,33,UM,3,0
23GC02622,0,1,TZ,2,0
23GC02622,1,2,FZ,2,0
23GC02622,2,3,FZ,2,0
23GC02622,3,4,FZ,2,0
23GC02622,4,5,FZ,2,0
23GC02622,5,6,FZ,2,0
23GC02622,6,7,FZ,2,0
23GC02622,7,8,FZ,2,0
23GC02622,8,9,FZ,2,0
23GC02622,9,10,FZ,2,0
23GC02622,10,11,FZ,2,0
23GC02622,11,12,FZ,2,0
23GC02622,12,13,FZ,2,0
23GC02622,13,14,FZ,2,0
23GC02622,14,15,FZ,2,0
23GC02622,15,16,SF,1,0
23GC02622,16,17,SF,1,0
23GC02622,17,18,SM,1,0
23GC02622,18,19,SM,1,0
23GC02622,19,20,SM,1,0
23GC02622,20,21,SS,1,0
23GC02622,21,22,SS,1,0
23GC02622,22,23,SA,2,0
23GC02622,23,24,SA,2,0
23GC02622,24,25,SA,2,0
23GC02622,25,26,SA,2,0
23GC02622,26,27,SA,2,0
23GC02622,27,28,SA,2,0
23GC02622,28,29,SA,3,0
23GC02622,29,30,SA,3,0
23GC02622,30,31,SA,3,0
23GC02622,31,32,SA,3,0
23GC02622,32,33,SA,3,0
23GC02622,33,34,UM,3,0
23GC02622,34,35,UM,3,0
23GC02623,0,1,TZ,3,0
23GC02623,1,2,FZ,2,0
23GC02623,2,3,FZ,2,0
23GC02623,3,4,FZ,2,0
23GC02623,4,5,FZ,2,0
23GC02623,5,6,FZ,2,0
23GC02623,6,7,FZ,2,0
23GC02623,7,8,FZ,2,0
23GC02623,8,9,FZ,2,0
23GC02623,9,10,FZ,2,0
23GC02623,10,11,FZ,2,0
23GC02623,11,12,FZ,2,0
23GC02623,12,13,FZ,2,0
23GC02623,13,14,FZ,2,0
23GC02623,14,15,FZ,2,0
23GC02623,15,16,FZ,2,0
23GC02623,16,17,SF,1,0
23GC02623,17,18,SF,1,0
23GC02623,18,19,SF,1,0
23GC02623,19,20,SF,1,0
23GC02623,20,21,SM,1,0
23GC02623,21,22,SM,1,0
23GC02623,22,23,SM,1,0
23GC02623,23,24,SM,1,0
23GC02623,24,25,SS,1,0
23GC02623,25,26,SS,1,0
23GC02623,26,27,SS,1,0
23GC02623,27,28,SS,1,0
23GC02623,28,29,SS,1,0
23GC02623,29,30,SS,1,0
23GC02623,30,31,SS,1,0
23GC02623,31,32,SS,1,0
23GC02623,32,33,SS,1,0
23GC02623,33,34,SS,1,0
23GC02623,34,35,SA,2,0
23GC02623,35,36,SA,2,0
23GC02623,36,37,UM,3,0
23GC02624,0,1,TZ,2,0
23GC02624,1,2,TZ,2,0
23GC02624,2,3,TZ,2,0
23GC02624,3,4,FZ,2,0
23GC02624,4,5,FZ,2,0
23GC02624,5,6,FZ,2,0
23GC02624,6,7,FZ,2,0
23GC02624,7,8,FZ,2,0
23GC02624,8,9,FZ,2,0
23GC02624,9,10,FZ,2,0
23GC02624,10,11,FZ,2,0
23GC02624,11,12,FZ,2,0
23GC02624,12,13,FZ,2,0
23GC02624,13,14,FZ,2,0
23GC02624,14,15,FZ,2,0
23GC02624,15,16,FZ,2,0
23GC02624,16,17,FZ,2,0
23GC02624,17,18,SF,1,0
23GC02624,18,19,SM,1,0
23GC02624,19,20,SM,1,0
23GC02624,20,21,SM,1,0
23GC02624,21,22,SS,1,0
23GC02624,22,23,SS,1,0
23GC02624,23,24,SS,1,0
23GC02624,24,25,SS,1,0
23GC02624,25,26,SS,1,0
23GC02624,26,27,SS,1,0
23GC02624,27,28,SA,2,0
23GC02624,28,29,SA,2,0
23GC02624,29,30,SA,2,0
23GC02624,30,31,SA,2,0
23GC02624,31,32,SA,2,0
23GC02624,32,33,SA,2,0
23GC02624,33,34,SA,2,0
23GC02624,34,35,UM,3,0
23GC02624,35,36,UM,3,0
23GC02624,36,37,UM,3,0
23GC02624,37,38,UM,3,0
23GC02625,0,1,TZ,2,0
23GC02625,1,2,TZ,2,0
23GC02625,2,3,TZ,2,0
23GC02625,3,4,FZ,2,0
23GC02625,4,5,FZ,2,0
23GC02625,5,6,FZ,2,0
23GC02625,6,7,FZ,2,0
23GC02625,7,8,FZ,2,0
23GC02625,8,9,FZ,2,0
23GC02625,9,10,FZ,2,0
23GC02625,10,11,FZ,2,0
23GC02625,11,12,LIM,1,0
23GC02625,12,13,LIM,1,0
23GC02625,13,14,SF,1,0
23GC02625,14,15,SF,1,0
23GC02625,15,16,SM,1,0
23GC02625,16,17,SM,1,0
23GC02625,17,18,SM,1,0
23GC02625,18,19,SM,1,0
23GC02625,19,20,SM,1,0
23GC02625,20,21,SM,1,0
23GC02625,21,22,SM,1,0
23GC02625,22,23,SS,1,0
23GC02625,23,24,SS,1,0
23GC02625,24,25,SS,1,0
23GC02625,25,26,SS,1,0
23GC02625,26,27,SS,1,0
23GC02625,27,28,SS,1,0
23GC02625,28,29,SA,2,0
23GC02625,29,30,SA,2,0
23GC02625,30,31,SA,2,0
23GC02625,31,32,SA,2,0
23GC02625,32,33,UM,3,0
23GC02625,33,34,UM,3,0
23GC02626,0,1,TZ,2,0
23GC02626,1,2,TZ,2,0
23GC02626,2,3,TZ,2,0
23GC02626,3,4,FZ,2,0
23GC02626,4,5,FZ,2,0
23GC02626,5,6,FZ,2,0
23GC02626,6,7,FZ,2,0
23GC02626,7,8,FZ,2,0
23GC02626,8,9,FZ,2,0
23GC02626,9,10,FZ,2,0
23GC02626,10,11,FZ,2,0
23GC02626,11,12,FZ,2,0
23GC02626,12,13,FZ,2,0
23GC02626,13,14,FZ,2,0
23GC02626,14,15,FZ,2,0
23GC02626,15,16,FZ,2,0
23GC02626,16,17,FZ,2,0
23GC02626,17,18,FZ,2,0
23GC02626,18,19,FZ,2,0
23GC02626,19,20,FZ,2,0
23GC02626,20,21,SF,1,0
23GC02626,21,22,SF,1,0
23GC02626,22,23,SS,1,0
23GC02626,23,24,SS,1,0
23GC02626,24,25,SS,1,0
23GC02626,25,26,SS,1,0
23GC02626,26,27,SS,1,0
23GC02626,27,28,SS,1,0
23GC02626,28,29,SS,1,0
23GC02626,29,30,SA,2,0
23GC02626,30,31,SA,2,0
23GC02626,31,32,SA,2,0
23GC02627,0,1,TZ,2,0
23GC02627,1,2,TZ,2,0
23GC02627,2,3,TZ,2,0
23GC02627,3,4,FZ,2,0
23GC02627,4,5,FZ,2,0
23GC02627,5,6,FZ,2,0
23GC02627,6,7,FZ,2,0
23GC02627,7,8,FZ,2,0
23GC02627,8,9,FZ,2,0
23GC02627,9,10,FZ,2,0
23GC02627,10,11,FZ,2,0
23GC02627,11,12,FZ,2,0
23GC02627,12,13,FZ,2,0
23GC02627,13,14,FZ,2,0
23GC02627,14,15,FZ,2,0
23GC02627,15,16,FZ,2,0
23GC02627,16,17,FZ,2,0
23GC02627,17,18,FZ,2,0
23GC02627,18,19,FZ,2,0
23GC02627,19,20,SF,1,0
23GC02627,20,21,SF,1,0
23GC02627,21,22,SM,1,0
23GC02627,22,23,SM,1,0
23GC02627,23,24,SM,1,0
23GC02627,24,25,SS,1,0
23GC02627,25,26,SS,1,0
23GC02627,26,27,SS,1,0
23GC02627,27,28,SS,1,0
23GC02627,28,29,SS,1,0
23GC02627,29,30,SA,2,0
23GC02627,30,31,SA,2,0
23GC02627,31,32,SA,2,0
23GC02627,32,33,SA,2,0
23GC02627,33,34,SA,2,0
23GC02628,0,1,TZ,3,0
23GC02628,1,2,TZ,2,0
23GC02628,2,3,TZ,2,0
23GC02628,3,4,FZ,2,0
23GC02628,4,5,FZ,2,0
23GC02628,5,6,FZ,2,0
23GC02628,6,7,FZ,2,0
23GC02628,7,8,FZ,2,0
23GC02628,8,9,FZ,2,0
23GC02628,9,10,FZ,2,0
23GC02628,10,11,FZ,2,0
23GC02628,11,12,FZ,2,0
23GC02628,12,13,FZ,2,0
23GC02628,13,14,FZ,2,0
23GC02628,14,15,FZ,2,0
23GC02628,15,16,SF,1,0
23GC02628,16,17,SM,1,0
23GC02628,17,18,SM,1,0
23GC02628,18,19,SM,1,0
23GC02628,19,20,SS,1,0
23GC02628,20,21,SS,1,0
23GC02628,21,22,SS,1,0
23GC02628,22,23,SS,1,0
23GC02628,23,24,SS,1,0
23GC02628,24,25,SS,1,0
23GC02628,25,26,SS,1,0
23GC02628,26,27,SA,2,0
23GC02628,27,28,SA,2,0
23GC02628,28,29,SA,2,0
23GC02628,29,30,SA,2,0
23GC02628,30,31,UM,3,0
23GC02628,31,32,UM,3,0
23GC02629,0,1,TZ,2,0
23GC02629,1,2,TZ,2,0
23GC02629,2,3,FZ,2,0
23GC02629,3,4,FZ,2,0
23GC02629,4,5,FZ,2,0
23GC02629,5,6,FZ,2,0
23GC02629,6,7,FZ,2,0
23GC02629,7,8,FZ,2,0
23GC02629,8,9,FZ,2,0
23GC02629,9,10,FZ,2,0
23GC02629,10,11,FZ,2,0
23GC02629,11,12,FZ,2,0
23GC02629,12,13,FZ,2,0
23GC02629,13,14,SF,1,0
23GC02629,14,15,SF,1,0
23GC02629,15,16,SM,1,0
23GC02629,16,17,SM,1,0
23GC02629,17,18,SM,1,0
23GC02629,18,19,SS,1,0
23GC02629,19,20,SS,1,0
23GC02629,20,21,SS,1,0
23GC02629,21,22,SS,1,0
23GC02629,22,23,SS,1,0
23GC02629,23,24,SA,2,0
23GC02629,24,25,SA,2,0
23GC02629,25,26,SA,2,0
23GC02629,26,27,SA,2,0
23GC02629,27,28,SA,2,0
23GC02629,28,29,SA,2,0
23GC02629,29,30,UM,3,0
23GC02629,30,31,UM,3,0
23GC02630,0,1,TZ,2,0
23GC02630,1,2,TZ,2,0
23GC02630,2,3,TZ,2,0
23GC02630,3,4,FZ,2,0
23GC02630,4,5,FZ,2,0
23GC02630,5,6,FZ,2,0
23GC02630,6,7,FZ,2,0
23GC02630,7,8,FZ,2,0
23GC02630,8,9,FZ,2,0
23GC02630,9,10,FZ,2,0
23GC02630,10,11,FZ,2,0
23GC02630,11,12,FZ,2,0
23GC02630,12,13,FZ,2,0
23GC02630,13,14,FZ,2,0
23GC02630,14,15,SM,1,0
23GC02630,15,16,SM,1,0
23GC02630,16,17,SM,1,0
23GC02630,17,18,SM,1,0
23GC02630,18,19,SM,1,0
23GC02630,19,20,SM,1,0
23GC02630,20,21,SM,1,0
23GC02630,21,22,SM,1,0
23GC02630,22,23,SM,1,0
23GC02630,23,24,SS,1,0
23GC02630,24,25,SS,1,0
23GC02630,25,26,SS,1,0
23GC02630,26,27,SS,1,0
23GC02630,27,28,SS,1,0
23GC02630,28,29,SA,2,0
23GC02630,29,30,SA,2,0
23GC02630,30,31,SA,2,0
23GC02630,31,32,SA,2,0
23GC02631,0,1,TZ,3,0
23GC02631,1,2,TZ,3,0
23GC02631,2,3,FZ,2,0
23GC02631,3,4,FZ,2,0
23GC02631,4,5,FZ,2,0
23GC02631,5,6,FZ,2,0
23GC02631,6,7,FZ,2,0
23GC02631,7,8,FZ,2,0
23GC02631,8,9,FZ,2,0
23GC02631,9,10,FZ,2,0
23GC02631,10,11,FZ,2,0
23GC02631,11,12,FZ,2,0
23GC02631,12,13,FZ,2,0
23GC02631,13,14,FZ,2,0
23GC02631,14,15,FZ,2,0
23GC02631,15,16,SM,1,0
23GC02631,16,17,SM,1,0
23GC02631,17,18,SM,1,0
23GC02631,18,19,SM,1,0
23GC02631,19,20,SM,1,0
23GC02631,20,21,SS,1,0
23GC02631,21,22,SS,1,0
23GC02631,22,23,SS,1,0
23GC02631,23,24,SS,1,0
23GC02631,24,25,SS,1,0
23GC02631,25,26,SS,1,0
23GC02631,26,27,SA,2,0
23GC02631,27,28,SA,2,0
23GC02631,28,29,SA,2,0
23GC02631,29,30,SA,2,0
23GC02631,30,31,SA,2,0
23GC02631,31,32,SA,2,0
23GC02632,0,1,TZ,3,0
23GC02632,1,2,TZ,3,0
23GC02632,2,3,PC,2,0
23GC02632,3,4,PC,2,0
23GC02632,4,5,PC,2,0
23GC02632,5,6,FZ,2,0
23GC02632,6,7,FZ,2,0
23GC02632,7,8,FZ,2,0
23GC02632,8,9,FZ,2,0
23GC02632,9,10,FZ,2,0
23GC02632,10,11,FZ,2,0
23GC02632,11,12,FZ,2,0
23GC02632,12,13,FZ,2,0
23GC02632,13,14,SM,1,0
23GC02632,14,15,SM,1,0
23GC02632,15,16,SM,1,0
23GC02632,16,17,SS,1,0
23GC02632,17,18,SS,1,0
23GC02632,18,19,SS,1,0
23GC02632,19,20,SS,1,0
23GC02632,20,21,SS,1,0
23GC02632,21,22,SS,1,0
23GC02632,22,23,SA,2,0
23GC02632,23,24,SA,2,0
23GC02632,24,25,SA,2,0
23GC02632,25,26,SA,2,0
23GC02632,26,27,SA,2,0
23GC02632,27,28,SA,2,0
23GC02632,28,29,SA,2,0
23GC02632,29,30,SA,2,0
23GC02632,30,31,SA,2,0
23GC02632,31,32,SA,2,0
23GC02633,0,1,TZ,2,0
23GC02633,1,2,TZ,2,0
23GC02633,2,3,TZ,2,0
23GC02633,3,4,FZ,2,0
23GC02633,4,5,FZ,2,0
23GC02633,5,6,FZ,2,0
23GC02633,6,7,FZ,2,0
23GC02633,7,8,FZ,2,0
23GC02633,8,9,FZ,2,0
23GC02633,9,10,SM,1,0
23GC02633,10,11,SM,1,0
23GC02633,11,12,SS,1,0
23GC02633,12,13,SS,1,0
23GC02633,13,14,SS,1,0
23GC02633,14,15,SS,1,0
23GC02633,15,16,SS,1,0
23GC02633,16,17,SA,2,0
23GC02633,17,18,SA,2,0
23GC02633,18,19,SA,2,0
23GC02633,19,20,SA,2,0
23GC02633,20,21,SA,2,0
23GC02633,21,22,SA,2,0
23GC02633,22,23,SA,2,0
23GC02633,23,24,SA,2,0
23GC02634,0,1,TZ,3,0
23GC02634,1,2,TZ,3,0
23GC02634,2,3,FZ,2,0
23GC02634,3,4,FZ,2,0
23GC02634,4,5,FZ,2,0
23GC02634,5,6,SF,1,0
23GC02634,6,7,SM,1,0
23GC02634,7,8,SM,1,0
23GC02634,8,9,SM,1,0
23GC02634,9,10,SS,1,0
23GC02634,10,11,SS,1,0
23GC02634,11,12,SS,1,0
23GC02634,12,13,SS,1,0
23GC02634,13,14,SS,1,0
23GC02634,14,15,SS,1,0
23GC02634,15,16,SS,1,0
23GC02634,16,17,SA,2,0
23GC02634,17,18,SA,2,0
23GC02634,18,19,SA,2,0
23GC02634,19,20,SA,2,0
23GC02634,20,21,SA,2,0
23GC02634,21,22,SA,2,0
23GC02634,22,23,SA,2,0
23GC02634,23,24,SA,2,0
23GC02635,0,1,TZ,3,0
23GC02635,1,2,FZ,2,0
23GC02635,2,3,FZ,2,0
23GC02635,3,4,SF,1,0
23GC02635,4,5,SF,1,0
23GC02635,5,6,SF,1,0
23GC02635,6,7,SM,1,0
23GC02635,7,8,SM,1,0
23GC02635,8,9,SS,1,0
23GC02635,9,10,SS,1,0
23GC02635,10,11,SS,1,0
23GC02635,11,12,SS,1,0
23GC02635,12,13,SS,1,0
23GC02635,13,14,SS,1,0
23GC02635,14,15,SA,2,0
23GC02635,15,16,SA,2,0
23GC02635,16,17,SA,2,0
23GC02635,17,18,SA,2,0
23GC02635,18,19,SA,2,0
23GC02635,19,20,SA,2,0
23GC02635,20,21,SA,2,0
23GC02635,21,22,SA,2,0
23GC02635,22,23,SA,2,0
23GC02635,23,24,SA,2,0
23GC02636,0,1,TZ,3,0
23GC02636,1,2,TZ,3,0
23GC02636,2,3,FZ,2,0
23GC02636,3,4,FZ,2,0
23GC02636,4,5,FZ,2,0
23GC02636,5,6,FZ,2,0
23GC02636,6,7,SF,1,0
23GC02636,7,8,SF,1,0
23GC02636,8,9,SM,1,0
23GC02636,9,10,SS,1,0
23GC02636,10,11,SS,1,0
23GC02636,11,12,SS,1,0
23GC02636,12,13,SS,1,0
23GC02636,13,14,SS,1,0
23GC02636,14,15,SS,1,0
23GC02636,15,16,SM,1,0
23GC02636,16,17,SM,1,0
23GC02636,17,18,SA,2,0
23GC02636,18,19,SA,2,0
23GC02636,19,20,SA,2,0
23GC02636,20,21,SA,2,0
23GC02636,21,22,SA,2,0
23GC02636,22,23,SA,2,0
23GC02636,23,24,SA,2,0
23GC02637,0,1,TZ,2,0
23GC02637,1,2,TZ,2,0
23GC02637,2,3,SF,1,0
23GC02637,3,4,SF,1,0
23GC02637,4,5,SF,1,0
23GC02637,5,6,SF,1,0
23GC02637,6,7,SF,1,0
23GC02637,7,8,SM,1,0
23GC02637,8,9,SM,1,0
23GC02637,9,10,SM,1,0
23GC02637,10,11,SM,1,0
23GC02637,11,12,SM,1,0
23GC02637,12,13,SM,1,0
23GC02637,13,14,SM,1,0
23GC02637,14,15,SM,1,0
23GC02637,15,16,SS,1,0
23GC02637,16,17,SS,1,0
23GC02637,17,18,SS,1,0
23GC02637,18,19,SS,1,0
23GC02637,19,20,SS,1,0
23GC02637,20,21,SS,1,0
23GC02637,21,22,SS,1,0
23GC02637,22,23,SS,1,0
23GC02637,23,24,SS,1,0
23GC02638,0,1,TZ,2,0
23GC02638,1,2,FZ,2,0
23GC02638,2,3,FZ,2,0
23GC02638,3,4,FZ,2,0
23GC02638,4,5,FZ,2,0
23GC02638,5,6,SS,1,0
23GC02638,6,7,SS,1,0
23GC02638,7,8,SS,1,0
23GC02638,8,9,SS,1,0
23GC02638,9,10,SS,1,0
23GC02638,10,11,SS,1,2
23GC02639,0,1,FZ,2,0
23GC02639,1,2,FZ,2,0
23GC02639,2,3,MNO,2,0
23GC02639,3,4,MNO,2,0
23GC02639,4,5,SF,1,0
23GC02639,5,6,SF,1,0
23GC02639,6,7,SF,1,0
23GC02639,7,8,FEL,2,0
23GC02639,8,9,FEL,2,0
23GC02639,9,10,FEL,2,0
23GC02639,10,11,FEL,2,0
23GC02639,11,12,FEL,2,0
23GC02639,12,13,FEL,2,0
23GC02639,13,14,FEL,2,0
23GC02639,14,15,FEL,2,0
23GC02639,15,16,FEL,2,0
23GC02640,0,1,TZ,2,0
23GC02640,1,2,FZ,2,0
23GC02640,2,3,FZ,2,0
23GC02640,3,4,SM,1,0
23GC02640,4,5,SM,1,0
23GC02640,5,6,SM,1,0
23GC02640,6,7,SM,1,0
23GC02640,7,8,SS,1,0
23GC02640,8,9,SS,1,0
23GC02640,9,10,SS,1,0
23GC02640,10,11,SS,1,0
23GC02640,11,12,SS,1,0
23GC02640,12,13,SS,1,0
23GC02640,13,14,SS,1,0
23GC02640,14,15,FEL,2,0
23GC02640,15,16,FEL,2,0
23GC02641,0,1,FZ,2,0
23GC02641,1,2,FZ,2,0
23GC02641,2,3,SF,1,0
23GC02641,3,4,SM,1,0
23GC02641,4,5,SM,1,0
23GC02641,5,6,SM,1,0
23GC02641,6,7,SM,1,0
23GC02641,7,8,SM,1,0
23GC02641,8,9,SA,2,0
23GC02641,9,10,SA,2,0
23GC02641,10,11,SA,2,0
23GC02641,11,12,SA,2,0
23GC02641,12,13,SA,2,0
23GC02641,13,14,SA,2,0
23GC02641,14,15,SA,2,0
23GC02642,0,1,FZ,2,0
23GC02642,1,2,FZ,2,0
23GC02642,2,3,FZ,2,0
23GC02642,3,4,FZ,2,0
23GC02642,4,5,FZ,2,0
23GC02642,5,6,FZ,2,0
23GC02642,6,7,FZ,2,0
23GC02642,7,8,SS,1,0
23GC02642,8,9,SS,1,0
23GC02642,9,10,SS,1,0
23GC02642,10,11,SS,1,0
23GC02642,11,12,SS,1,0
23GC02642,12,13,SS,1,0
23GC02642,13,14,SS,1,0
23GC02642,14,15,SS,1,0
23GC02642,15,16,SS,1,0
23GC02642,16,17,SS,1,0
23GC02642,17,18,SS,1,0
23GC02642,18,19,SS,1,0
23GC02642,19,20,SM,1,0
23GC02642,20,21,SM,1,0
23GC02642,21,22,SS,1,0
23GC02642,22,23,SA,2,0
23GC02643,0,1,TZ,2,0
23GC02643,1,2,TZ,2,0
23GC02643,2,3,FZ,2,0
23GC02643,3,4,FZ,2,0
23GC02643,4,5,FZ,2,0
23GC02643,5,6,SF,1,0
23GC02643,6,7,SM,1,0
23GC02643,7,8,SS,1,0
23GC02643,8,9,SS,1,0
23GC02643,9,10,SS,1,0
23GC02643,10,11,SS,1,0
23GC02643,11,12,SS,1,0
23GC02643,12,13,SS,1,0
23GC02643,13,14,SS,1,0
23GC02643,14,15,SS,1,0
23GC02643,15,16,SS,1,0
23GC02643,16,17,SS,1,0
23GC02643,17,18,SS,1,0
23GC02643,18,19,SA,2,0
23GC02643,19,20,SA,2,0
23GC02643,20,21,SA,2,0
23GC02644,0,1,TZ,2,0
23GC02644,1,2,TZ,2,0
23GC02644,2,3,FZ,2,0
23GC02644,3,4,FZ,2,0
23GC02644,4,5,SS,1,0
23GC02644,5,6,SS,1,0
23GC02644,6,7,SS,1,0
23GC02644,7,8,SS,1,0
23GC02644,8,9,SS,1,0
23GC02644,9,10,SS,1,0
23GC02644,10,11,SS,1,0
23GC02644,11,12,SS,1,0
23GC02644,12,13,SS,1,0
23GC02644,13,14,SS,1,0
23GC02644,14,15,SS,1,0
23GC02644,15,16,SS,1,0
23GC02644,16,17,SA,2,0
23GC02644,17,18,SA,2,0
23GC02644,18,19,SA,2,0
23GC02644,19,20,SA,2,0
23GC02644,20,21,SA,2,0
23GC02644,21,22,SA,2,0
23GC02644,22,23,SA,2,0
23GC02645,0,1,FZ,2,0
23GC02645,1,2,FZ,2,0
23GC02645,2,3,FZ,2,0
23GC02645,3,4,FZ,2,0
23GC02645,4,5,FZ,2,0
23GC02645,5,6,FZ,2,0
23GC02645,6,7,FZ,2,0
23GC02645,7,8,FZ,2,0
23GC02645,8,9,FZ,2,0
23GC02645,9,10,FZ,2,0
23GC02645,10,11,FZ,2,0
23GC02645,11,12,FZ,2,0
