HOLEID,FROM,TO,LITHO,HARD,FIB
23GC02471,0,1,TZ,3,0
23GC02471,1,2,FZ,2,0
23GC02471,2,3,FZ,2,0
23GC02471,3,4,FZ,2,0
23GC02471,4,5,FZ,2,0
23GC02471,5,6,FZ,2,0
23GC02471,6,7,FZ,2,0
23GC02471,7,8,FZ,2,0
23GC02471,8,9,FZ,2,0
23GC02471,9,10,FZ,2,0
23GC02471,10,11,FZ,2,0
23GC02471,11,12,FZ,2,0
23GC02471,12,13,SS,1,0
23GC02471,13,14,SS,1,0
23GC02471,14,15,SS,1,0
23GC02471,15,16,SS,1,0
23GC02471,16,17,SA,2,2
23GC02472,0,1,SF,2,0
23GC02472,1,2,SM,1,0
23GC02472,2,3,SM,1,0
23GC02472,3,4,SM,1,0
23GC02472,4,5,SM,1,0
23GC02472,5,6,SM,1,0
23GC02472,6,7,SS,1,0
23GC02472,7,8,SS,1,0
23GC02472,8,9,SS,1,0
23GC02472,9,10,SS,1,0
23GC02472,10,11,SS,1,0
23GC02472,11,12,SA,3,0
23GC02472,12,13,SA,3,0
23GC02472,13,14,SA,3,0
23GC02472,14,15,SA,3,0
23GC02472,15,16,SA,3,0
23GC02472,16,17,SA,3,0
23GC02473,0,1,TZ,2,0
23GC02473,1,2,FZ,2,0
23GC02473,2,3,FZ,2,0
23GC02473,3,4,FZ,2,0
23GC02473,4,5,FZ,2,0
23GC02473,5,6,SF,1,0
23GC02473,6,7,SM,1,0
23GC02473,7,8,SS,1,0
23GC02473,8,9,SS,1,1
23GC02473,9,10,SS,1,0
23GC02473,10,11,SS,1,0
23GC02473,11,12,SA,2,0
23GC02473,12,13,SA,2,0
23GC02473,13,14,SA,2,0
23GC02473,14,15,UM,3,0
23GC02473,15,16,UM,3,0
23GC02473,16,17,UM,3,0
23GC02474,0,1,TZ,3,0
23GC02474,1,2,FZ,2,0
23GC02474,2,3,FZ,2,0
23GC02474,3,4,FZ,2,0
23GC02474,4,5,FZ,2,0
23GC02474,5,6,SF,1,0
23GC02474,6,7,SM,1,0
23GC02474,7,8,SS,1,0
23GC02474,8,9,SS,1,0
23GC02474,9,10,SS,1,0
23GC02474,10,11,SS,1,0
23GC02474,11,12,SA,2,0
23GC02474,12,13,SA,2,0
23GC02474,13,14,SA,2,0
23GC02474,14,15,SA,2,0
23GC02474,15,16,SA,2,0
23GC02474,16,17,SA,2,0
23GC02474,17,18,SA,2,0
23GC02474,18,19,UM,3,0
23GC02474,19,20,UM,3,0
23GC02474,20,21,UM,3,0
23GC02474,21,22,UM,3,0
23GC02474,22,23,UM,3,0
23GC02475,0,1,TZ,3,0
23GC02475,1,2,TZ,3,0
23GC02475,2,3,PC,2,0
23GC02475,3,4,PC,2,0
23GC02475,4,5,PC,2,0
23GC02475,5,6,FZ,2,0
23GC02475,6,7,FZ,2,0
23GC02475,7,8,FZ,2,0
23GC02475,8,9,FZ,2,0
23GC02475,9,10,FZ,2,0
23GC02475,10,11,FZ,2,0
23GC02475,11,12,FZ,2,0
23GC02475,12,13,SF,1,0
23GC02475,13,14,SF,1,0
23GC02475,14,15,SF,1,0
23GC02475,15,16,SF,1,0
23GC02475,16,17,SF,1,0
23GC02475,17,18,SS,1,0
23GC02475,18,19,SS,1,0
23GC02475,19,20,SA,3,0
23GC02475,20,21,SA,3,0
23GC02475,21,22,SA,3,0
23GC02475,22,23,SA,3,0
23GC02476,0,1,TZ,3,0
23GC02476,1,2,TZ,3,0
23GC02476,2,3,TZ,3,0
23GC02476,3,4,FZ,2,0
23GC02476,4,5,FZ,2,0
23GC02476,5,6,FZ,2,0
23GC02476,6,7,FZ,2,0
23GC02476,7,8,FZ,2,0
23GC02476,8,9,FZ,2,0
23GC02476,9,10,FZ,2,0
23GC02476,10,11,SM,1,0
23GC02476,11,12,SM,1,0
23GC02476,12,13,SS,1,0
23GC02476,13,14,SS,1,0
23GC02476,14,15,SS,1,0
23GC02476,15,16,SS,1,0
23GC02476,16,17,SS,1,0
23GC02476,17,18,SS,1,0
23GC02476,18,19,SS,1,0
23GC02476,19,20,SA,2,0
23GC02476,20,21,SA,2,0
23GC02476,21,22,SA,2,0
23GC02476,22,23,SA,2,0
23GC02476,23,24,SA,2,0
23GC02476,24,25,UM,3,0
23GC02476,25,26,UM,3,0
23GC02476,26,27,UM,3,0
23GC02476,27,28,UM,3,0
23GC02476,28,29,UM,3,0
23GC02477,0,1,TZ,3,0
23GC02477,1,2,TZ,3,0
23GC02477,2,3,TZ,3,0
23GC02477,3,4,FZ,2,0
23GC02477,4,5,FZ,2,0
23GC02477,5,6,FZ,2,0
23GC02477,6,7,FZ,2,0
23GC02477,7,8,FZ,2,0
23GC02477,8,9,FZ,2,0
23GC02477,9,10,FZ,2,0
23GC02477,10,11,FZ,2,0
23GC02477,11,12,FZ,2,0
23GC02477,12,13,SM,1,0
23GC02477,13,14,SM,1,0
23GC02477,14,15,SS,1,0
23GC02477,15,16,SS,1,0
23GC02477,16,17,SS,1,0
23GC02477,17,18,SS,1,0
23GC02477,18,19,SS,1,0
23GC02477,19,20,SS,1,0
23GC02477,20,21,SS,1,0
23GC02477,21,22,SA,2,0
23GC02477,22,23,SA,2,0
23GC02477,23,24,SA,2,0
23GC02477,24,25,SA,2,0
23GC02477,25,26,SA,2,0
23GC02477,26,27,SA,2,0
23GC02477,27,28,SA,2,0
23GC02477,28,29,SA,2,0
23GC02478,0,1,TZ,3,0
23GC02478,1,2,TZ,3,0
23GC02478,2,3,TZ,3,0
23GC02478,3,4,TZ,3,0
23GC02478,4,5,FZ,2,0
23GC02478,5,6,FZ,2,0
23GC02478,6,7,FZ,2,0
23GC02478,7,8,FZ,2,0
23GC02478,8,9,FZ,2,0
23GC02478,9,10,FZ,2,0
23GC02478,10,11,FZ,2,0
23GC02478,11,12,FZ,2,0
23GC02478,12,13,FZ,2,0
23GC02478,13,14,FZ,2,0
23GC02478,14,15,SF,1,0
23GC02478,15,16,SF,1,0
23GC02478,16,17,SF,1,0
23GC02478,17,18,SF,1,0
23GC02478,18,19,SF,1,0
23GC02478,19,20,SS,1,0
23GC02478,20,21,SS,1,0
23GC02478,21,22,SS,1,0
23GC02478,22,23,SS,1,0
23GC02478,23,24,SM,1,0
23GC02478,24,25,SM,1,0
23GC02478,25,26,SA,3,0
23GC02478,26,27,SA,3,0
23GC02478,27,28,SA,3,0
23GC02478,28,29,SA,3,0
23GC02478,29,30,UM,3,0
23GC02478,30,31,UM,3,0
23GC02479,0,1,TZ,3,0
23GC02479,1,2,TZ,3,0
23GC02479,2,3,TZ,3,0
23GC02479,3,4,TZ,3,0
23GC02479,4,5,FZ,2,0
23GC02479,5,6,FZ,2,0
23GC02479,6,7,FZ,2,0
23GC02479,7,8,FZ,2,0
23GC02479,8,9,FZ,2,0
23GC02479,9,10,FZ,2,0
23GC02479,10,11,FZ,2,0
23GC02479,11,12,FZ,2,0
23GC02479,12,13,FZ,2,0
23GC02479,13,14,FZ,2,0
23GC02479,14,15,FZ,2,0
23GC02479,15,16,SF,1,0
23GC02479,16,17,SF,1,0
23GC02479,17,18,SF,1,0
23GC02479,18,19,SF,1,0
23GC02479,19,20,SF,1,0
23GC02479,20,21,SM,1,0
23GC02479,21,22,SM,1,0
23GC02479,22,23,SS,1,0
23GC02479,23,24,SS,1,0
23GC02479,24,25,SS,1,0
23GC02479,25,26,SS,1,0
23GC02479,26,27,SS,1,0
23GC02479,27,28,SA,2,0
23GC02479,28,29,SA,2,0
23GC02479,29,30,SA,2,0
23GC02479,30,31,UM,3,0
23GC02479,31,32,UM,3,0
23GC02480,0,1,TZ,2,0
23GC02480,1,2,FZ,2,0
23GC02480,2,3,FZ,2,0
23GC02480,3,4,FZ,2,0
23GC02480,4,5,FZ,2,0
23GC02480,5,6,FZ,2,0
23GC02480,6,7,FZ,2,0
23GC02480,7,8,FZ,2,0
23GC02480,8,9,FZ,2,0
23GC02480,9,10,FZ,2,0
23GC02480,10,11,FZ,2,0
23GC02480,11,12,FZ,2,0
23GC02480,12,13,FZ,2,0
23GC02480,13,14,FZ,2,0
23GC02480,14,15,FZ,2,0
23GC02480,15,16,SF,1,0
23GC02480,16,17,SF,1,0
23GC02480,17,18,SF,1,0
23GC02480,18,19,SF,1,0
23GC02480,19,20,SM,1,0
23GC02480,20,21,SM,1,0
23GC02480,21,22,SM,1,0
23GC02480,22,23,SS,2,0
23GC02480,23,24,SS,2,0
23GC02480,24,25,SS,2,0
23GC02480,25,26,SS,2,0
23GC02480,26,27,SS,2,0
23GC02480,27,28,SS,2,0
23GC02480,28,29,SA,2,0
23GC02480,29,30,SA,2,0
23GC02480,30,31,SA,2,0
23GC02480,31,32,SA,2,0
23GC02480,32,33,SA,3,0
23GC02481,0,1,TZ,3,0
23GC02481,1,2,TZ,3,0
23GC02481,2,3,FZ,2,0
23GC02481,3,4,FZ,2,0
23GC02481,4,5,FZ,2,0
23GC02481,5,6,FZ,2,0
23GC02481,6,7,FZ,2,0
23GC02481,7,8,FZ,2,0
23GC02481,8,9,FZ,2,0
23GC02481,9,10,FZ,2,0
23GC02481,10,11,FZ,2,0
23GC02481,11,12,FZ,2,0
23GC02481,12,13,FZ,2,0
23GC02481,13,14,FZ,2,0
23GC02481,14,15,FZ,2,0
23GC02481,15,16,FZ,2,0
23GC02481,16,17,FZ,2,0
23GC02481,17,18,FZ,2,0
23GC02481,18,19,SF,1,0
23GC02481,19,20,SF,1,0
23GC02481,20,21,SF,1,0
23GC02481,21,22,SF,1,0
23GC02481,22,23,SM,1,0
23GC02481,23,24,SM,1,0
23GC02481,24,25,SM,1,0
23GC02481,25,26,SM,1,0
23GC02481,26,27,SS,1,0
23GC02481,27,28,SS,1,0
23GC02481,28,29,SS,1,0
23GC02481,29,30,SS,1,0
23GC02481,30,31,SS,1,0
23GC02481,31,32,SS,1,0
23GC02481,32,33,SS,1,0
23GC02481,33,34,SS,1,0
23GC02481,34,35,SA,2,0
23GC02481,35,36,SA,2,0
23GC02519,0,1,FZ,2,0
23GC02519,1,2,FZ,2,0
23GC02519,2,3,SF,1,0
23GC02519,3,4,FZ,2,0
23GC02519,4,5,FZ,2,0
23GC02519,5,6,FZ,2,0
23GC02519,6,7,FZ,2,0
23GC02519,7,8,FZ,2,0
23GC02519,8,9,FZ,2,0
23GC02519,9,10,FZ,2,0
23GC02519,10,11,FZ,2,0
23GC02519,11,12,FZ,2,0
23GC02519,12,13,SA,2,0
23GC02519,13,14,SA,2,0
23GC02519,14,15,SA,2,0
23GC02519,15,16,SA,2,0
23GC02519,16,17,SA,2,0
23GC02525,0,1,TZ,3,0
23GC02525,1,2,TZ,3,0
23GC02525,2,3,TZ,3,0
23GC02525,3,4,FZ,2,0
23GC02525,4,5,FZ,2,0
23GC02525,5,6,FZ,2,0
23GC02525,6,7,FZ,2,0
23GC02525,7,8,FZ,2,0
23GC02525,8,9,FZ,2,0
23GC02525,9,10,FZ,2,0
23GC02525,10,11,FZ,2,0
23GC02525,11,12,FZ,2,0
23GC02525,12,13,FZ,2,0
23GC02525,13,14,FZ,2,0
23GC02525,14,15,FZ,2,0
23GC02525,15,16,FZ,2,0
23GC02525,16,17,SF,1,0
23GC02525,17,18,SM,1,0
23GC02525,18,19,SM,1,0
23GC02525,19,20,SM,1,0
23GC02525,20,21,SM,1,0
23GC02525,21,22,SM,1,0
23GC02525,22,23,SM,1,0
23GC02525,23,24,SM,1,0
23GC02525,24,25,SM,1,0
23GC02525,25,26,SS,1,0
23GC02525,26,27,SS,1,0
23GC02525,27,28,SS,1,0
23GC02525,28,29,SS,1,0
23GC02525,29,30,SA,2,0
23GC02525,30,31,SA,2,0
23GC02526,0,1,TZ,3,0
23GC02526,1,2,TZ,3,0
23GC02526,2,3,TZ,3,0
23GC02526,3,4,FZ,2,0
23GC02526,4,5,FZ,2,0
23GC02526,5,6,FZ,2,0
23GC02526,6,7,FZ,2,0
23GC02526,7,8,FZ,2,0
23GC02526,8,9,FZ,2,0
23GC02526,9,10,FZ,2,0
23GC02526,10,11,FZ,2,0
23GC02526,11,12,FZ,2,0
23GC02526,12,13,FZ,2,0
23GC02526,13,14,FZ,2,0
23GC02526,14,15,FZ,2,0
23GC02526,15,16,SA,2,0
23GC02526,16,17,SA,2,0
23GC02526,17,18,SS,1,0
23GC02526,18,19,SS,1,0
23GC02526,19,20,SS,1,0
23GC02526,20,21,SS,1,0
23GC02526,21,22,SS,1,0
23GC02526,22,23,SS,1,0
23GC02526,23,24,SS,1,0
23GC02526,24,25,SS,1,0
23GC02526,25,26,SS,1,0
23GC02526,26,27,SS,1,0
23GC02526,27,28,SS,1,0
23GC02526,28,29,SS,1,0
23GC02526,29,30,SA,2,0
23GC02526,30,31,SA,2,0
23GC02526,31,32,SA,2,0
23GC02526,32,33,SA,2,0
23GC02526,33,34,SA,2,0
23GC02526,34,35,SA,2,0
23GC02527,0,1,TZ,3,0
23GC02527,1,2,TZ,3,0
23GC02527,2,3,TZ,3,0
23GC02527,3,4,FZ,2,0
23GC02527,4,5,FZ,2,0
23GC02527,5,6,FZ,2,0
23GC02527,6,7,FZ,2,0
23GC02527,7,8,FZ,2,0
23GC02527,8,9,FZ,2,0
23GC02527,9,10,FZ,2,0
23GC02527,10,11,FZ,2,0
23GC02527,11,12,FZ,2,0
23GC02527,12,13,FZ,2,0
23GC02527,13,14,FZ,2,0
23GC02527,14,15,FZ,2,0
23GC02527,15,16,SF,1,0
23GC02527,16,17,SF,1,0
23GC02527,17,18,SF,1,0
23GC02527,18,19,SM,1,0
23GC02527,19,20,SM,1,0
23GC02527,20,21,SM,1,0
23GC02527,21,22,SM,1,0
23GC02527,22,23,SM,1,0
23GC02527,23,24,SS,1,0
23GC02527,24,25,SS,1,0
23GC02527,25,26,SS,1,0
23GC02527,26,27,SA,2,0
23GC02527,27,28,SA,2,0
23GC02527,28,29,SS,2,0
23GC02527,29,30,SS,2,0
23GC02527,30,31,SS,2,0
23GC02527,31,32,SA,2,0
23GC02527,32,33,SA,2,0
23GC02527,33,34,SA,2,0
23GC02527,34,35,SA,2,0
23GC02527,35,36,SA,2,0
23GC02528,0,1,TZ,3,0
23GC02528,1,2,TZ,3,0
23GC02528,2,3,TZ,3,0
23GC02528,3,4,FZ,2,0
23GC02528,4,5,FZ,2,0
23GC02528,5,6,FZ,2,0
23GC02528,6,7,FZ,2,0
23GC02528,7,8,FZ,2,0
23GC02528,8,9,FZ,2,0
23GC02528,9,10,FZ,2,0
23GC02528,10,11,FZ,2,0
23GC02528,11,12,FZ,2,0
23GC02528,12,13,FZ,2,0
23GC02528,13,14,FZ,2,0
23GC02528,14,15,FZ,2,0
23GC02528,15,16,FZ,2,0
23GC02528,16,17,SF,1,0
23GC02528,17,18,SF,1,0
23GC02528,18,19,SF,1,0
23GC02528,19,20,SF,1,0
23GC02528,20,21,SF,1,0
23GC02528,21,22,SF,1,0
23GC02528,22,23,SF,1,0
23GC02528,23,24,SS,1,0
23GC02528,24,25,SS,1,0
23GC02528,25,26,SS,1,0
23GC02528,26,27,SS,1,0
23GC02528,27,28,SS,1,0
23GC02528,28,29,SS,1,0
23GC02528,29,30,SS,1,0
23GC02528,30,31,SA,2,2
23GC02528,31,32,SA,2,0
23GC02528,32,33,SA,2,0
23GC02528,33,34,SA,2,0
23GC02528,34,35,SA,2,0
23GC02529,0,1,TZ,3,0
23GC02529,1,2,TZ,3,0
23GC02529,2,3,TZ,3,0
23GC02529,3,4,PC,2,0
23GC02529,4,5,PC,2,0
23GC02529,5,6,PC,2,0
23GC02529,6,7,PC,2,0
23GC02529,7,8,PC,2,0
23GC02529,8,9,FZ,2,0
23GC02529,9,10,FZ,2,0
23GC02529,10,11,FZ,2,0
23GC02529,11,12,FZ,2,0
23GC02529,12,13,FZ,2,0
23GC02529,13,14,FZ,2,0
23GC02529,14,15,FZ,2,0
23GC02529,15,16,SF,1,0
23GC02529,16,17,SF,1,0
23GC02529,17,18,SF,1,0
23GC02529,18,19,SF,1,0
23GC02529,19,20,SS,1,0
23GC02529,20,21,SS,1,0
23GC02529,21,22,SS,1,0
23GC02529,22,23,SS,1,0
23GC02529,23,24,SS,1,0
23GC02529,24,25,SS,1,0
23GC02529,25,26,SS,1,0
23GC02529,26,27,SS,1,0
23GC02529,27,28,SS,1,0
23GC02529,28,29,SA,3,0
23GC02529,29,30,SA,3,0
23GC02529,30,31,SA,3,0
23GC02530,0,1,TZ,3,0
23GC02530,1,2,TZ,3,0
23GC02530,2,3,PC,2,0
23GC02530,3,4,PC,2,0
23GC02530,4,5,FZ,2,0
23GC02530,5,6,FZ,2,0
23GC02530,6,7,LIM,1,0
23GC02530,7,8,LIM,1,0
23GC02530,8,9,SF,1,0
23GC02530,9,10,SF,1,0
23GC02530,10,11,SF,1,0
23GC02530,11,12,SF,1,0
23GC02530,12,13,SF,1,0
23GC02530,13,14,SF,1,0
23GC02530,14,15,SF,1,0
23GC02530,15,16,SF,1,0
23GC02530,16,17,SM,1,0
23GC02530,17,18,SM,1,0
23GC02530,18,19,SM,1,0
23GC02530,19,20,SS,1,0
23GC02530,20,21,SS,1,0
23GC02530,21,22,SS,1,0
23GC02530,22,23,SS,1,0
23GC02530,23,24,SA,2,0
23GC02530,24,25,SA,2,0
23GC02530,25,26,SA,2,0
23GC02530,26,27,SA,2,0
23GC02530,27,28,SA,2,0
23GC02530,28,29,SA,2,0
23GC02530,29,30,SA,2,0
23GC02530,30,31,SA,2,0
23GC02530,31,32,SA,2,0
23GC02530,32,33,SA,2,0
23GC02530,33,34,SA,2,0
23GC02530,34,35,SA,2,0
23GC02530,35,36,SA,2,0
23GC02530,36,37,SA,2,0
23GC02530,37,38,SA,3,0
23GC02530,38,39,SA,3,0
23GC02531,0,1,TZ,2,0
23GC02531,1,2,SF,1,0
23GC02531,2,3,SF,1,0
23GC02531,3,4,SM,1,0
23GC02531,4,5,SM,1,0
23GC02531,5,6,SS,1,0
23GC02531,6,7,SS,1,0
23GC02531,7,8,SS,1,0
23GC02531,8,9,SS,1,0
23GC02531,9,10,SS,1,0
23GC02531,10,11,SS,1,0
23GC02531,11,12,SS,1,0
23GC02531,12,13,SS,1,0
23GC02531,13,14,SS,1,0
23GC02531,14,15,SS,1,0
23GC02531,15,16,SS,1,0
23GC02531,16,17,SS,1,0
23GC02531,17,18,SS,1,0
23GC02531,18,19,SA,2,0
23GC02531,19,20,SA,2,0
23GC02531,20,21,SA,2,0
23GC02531,21,22,SA,2,0
23GC02531,22,23,SA,2,0
23GC02531,23,24,SA,2,0
23GC02531,24,25,SA,2,0
23GC02531,25,26,SA,2,0
23GC02531,26,27,SA,2,0
23GC02531,27,28,SA,2,0
23GC02531,28,29,SA,2,0
23GC02531,29,30,SA,2,0
23GC02531,30,31,SA,2,0
23GC02532,0,1,TZ,2,0
23GC02532,1,2,SF,1,0
23GC02532,2,3,SF,1,0
23GC02532,3,4,SF,1,0
23GC02532,4,5,SF,1,0
23GC02532,5,6,SF,1,0
23GC02532,6,7,SF,1,0
23GC02532,7,8,SM,1,0
23GC02532,8,9,SS,1,0
23GC02532,9,10,SS,1,0
23GC02532,10,11,SS,1,0
23GC02532,11,12,SS,1,0
23GC02532,12,13,SS,1,0
23GC02532,13,14,SS,1,0
23GC02532,14,15,SS,1,0
23GC02532,15,16,SS,1,0
23GC02532,16,17,SA,2,0
23GC02532,17,18,SA,2,0
23GC02532,18,19,SA,2,0
23GC02532,19,20,SA,2,0
23GC02532,20,21,SA,2,1
23GC02533,0,1,TZ,2,0
23GC02533,1,2,SA,2,0
23GC02533,2,3,SA,2,0
23GC02533,3,4,SA,2,1
23GC02533,4,5,SA,2,0
23GC02533,5,6,SA,2,0
23GC02533,6,7,SA,2,0
23GC02533,7,8,SA,2,0
23GC02533,8,9,SA,2,0
23GC02533,9,10,SA,2,0
23GC02533,10,11,SA,2,0
23GC02533,11,12,SA,2,0
23GC02533,12,13,SA,2,0
23GC02533,13,14,SA,2,0
23GC02533,14,15,SA,2,0
23GC02534,0,1,TZ,2,0
23GC02534,1,2,FZ,2,0
23GC02534,2,3,SM,1,0
23GC02534,3,4,SM,1,0
23GC02534,4,5,SS,1,0
23GC02534,5,6,SS,1,0
23GC02534,6,7,SS,1,0
23GC02534,7,8,SS,1,0
23GC02534,8,9,SS,1,0
23GC02534,9,10,SS,1,0
23GC02534,10,11,SA,2,0
23GC02534,11,12,SA,2,0
23GC02534,12,13,SA,2,0
23GC02534,13,14,SA,2,0
23GC02534,14,15,SA,2,0
23GC02534,15,16,SA,2,0
23GC02535,0,1,TZ,2,0
23GC02535,1,2,SF,1,0
23GC02535,2,3,SF,1,0
23GC02535,3,4,SS,1,0
23GC02535,4,5,SS,1,0
23GC02535,5,6,SS,1,0
23GC02535,6,7,SS,1,0
23GC02535,7,8,SS,1,0
23GC02535,8,9,SS,1,0
23GC02535,9,10,SA,2,0
23GC02535,10,11,SA,2,0
23GC02535,11,12,SA,2,0
23GC02535,12,13,SA,2,0
23GC02535,13,14,SA,2,0
23GC02535,14,15,SA,2,0
23GC02535,15,16,SA,2,0
23GC02535,16,17,SA,2,0
23GC02535,17,18,SA,2,0
23GC02535,18,19,SA,2,0
23GC02535,19,20,SA,2,0
23GC02535,20,21,SA,2,0
23GC02535,21,22,SA,2,0
23GC02535,22,23,SA,2,0
23GC02535,23,24,SA,2,0
23GC02536,0,1,SF,2,0
23GC02536,1,2,SS,1,0
23GC02536,2,3,SS,1,0
23GC02536,3,4,SS,1,0
23GC02536,4,5,SS,1,0
23GC02536,5,6,SS,1,0
23GC02536,6,7,SS,1,0
23GC02536,7,8,SS,1,0
23GC02536,8,9,SA,2,2
23GC02536,9,10,SA,2,2
23GC02536,10,11,SA,2,0
23GC02536,11,12,SA,2,0
23GC02536,12,13,SA,2,0
23GC02536,13,14,SA,2,0
23GC02536,14,15,SA,2,0
23GC02536,15,16,SA,2,0
23GC02536,16,17,SA,2,2
23GC02536,17,18,SA,2,2
23GC02536,18,19,SA,2,2
23GC02536,19,20,SA,2,2
23GC02536,20,21,SA,2,0
23GC02536,21,22,SA,2,0
23GC02536,22,23,SA,2,0
23GC02536,23,24,SA,2,0
23GC02536,24,25,SA,2,0
23GC02536,25,26,SA,2,0
23GC02536,26,27,SA,2,0
23GC02536,27,28,SA,2,0
23GC02536,28,29,SA,2,0
23GC02536,29,30,SA,2,0
23GC02536,30,31,SA,2,0
23GC02536,31,32,SA,2,0
23GC02537,0,1,FZ,2,0
23GC02537,1,2,SS,1,0
23GC02537,2,3,SS,1,0
23GC02537,3,4,SS,1,0
23GC02537,4,5,SS,1,0
23GC02537,5,6,SS,1,0
23GC02537,6,7,SS,1,0
23GC02537,7,8,SS,1,0
23GC02537,8,9,SS,1,0
23GC02537,9,10,SS,1,0
23GC02537,10,11,SS,1,0
23GC02537,11,12,SS,1,0
23GC02537,12,13,SS,1,0
23GC02537,13,14,SS,1,0
23GC02537,14,15,SS,1,0
23GC02537,15,16,SA,2,0
23GC02537,16,17,SA,2,0
23GC02537,17,18,SA,2,0
23GC02537,18,19,SA,2,0
23GC02537,19,20,SA,2,0
23GC02537,20,21,SA,2,0
23GC02537,21,22,SA,2,0
23GC02537,22,23,SA,2,0
23GC02537,23,24,SA,2,0
23GC02537,24,25,SA,2,0
23GC02537,25,26,SA,2,0
23GC02537,26,27,SA,2,0
23GC02537,27,28,SA,2,0
23GC02537,28,29,SA,2,0
23GC02537,29,30,SA,2,0
23GC02537,30,31,SA,2,0
23GC02537,31,32,SA,2,0
23GC02538,0,1,TZ,2,0
23GC02538,1,2,SF,1,0
23GC02538,2,3,SF,1,0
23GC02538,3,4,SF,1,0
23GC02538,4,5,SF,1,0
23GC02538,5,6,SM,1,0
23GC02538,6,7,SM,1,0
23GC02538,7,8,SS,1,0
23GC02538,8,9,SS,1,0
23GC02538,9,10,SS,1,0
23GC02538,10,11,SA,3,0
23GC02538,11,12,SA,3,0
23GC02538,12,13,SA,3,0
23GC02538,13,14,SA,3,0
23GC02538,14,15,SA,3,0
23GC02538,15,16,SA,2,0
23GC02538,16,17,SA,2,0
23GC02538,17,18,SA,2,0
23GC02538,18,19,SA,2,0
23GC02538,19,20,SA,2,0
23GC02538,20,21,SA,2,0
23GC02538,21,22,SA,2,0
23GC02538,22,23,SA,2,0
23GC02538,23,24,SA,2,0
23GC02538,24,25,SA,2,0
23GC02538,25,26,SA,2,0
23GC02538,26,27,SA,2,0
23GC02538,27,28,SA,2,0
23GC02538,28,29,SA,2,0
23GC02538,29,30,SA,2,0
23GC02538,30,31,SA,2,0
23GC02538,31,32,SA,2,0
23GC02562,0,1,FEL,2,0
23GC02562,1,2,FEL,2,0
23GC02562,2,3,FEL,2,0
23GC02562,3,4,FEL,2,0
23GC02562,4,5,FEL,2,0
23GC02562,5,6,FEL,2,0
23GC02562,6,7,FEL,2,0
23GC02562,7,8,FEL,2,0
23GC02562,8,9,FEL,2,0
23GC02562,9,10,FEL,2,0
23GC02562,10,11,FEL,2,0
23GC02562,11,12,FEL,2,0
23GC02562,12,13,FEL,2,0
23GC02562,13,14,FEL,2,0
23GC02562,14,15,FEL,2,0
23GC02562,15,16,FEL,2,0
23GC02562,16,17,FEL,2,0
23GC02562,17,18,FEL,2,0
23GC02562,18,19,FEL,2,0
23GC02562,19,20,FEL,2,0
23GC02562,20,21,FEL,2,0
23GC02562,21,22,FEL,2,0
23GC02562,22,23,FEL,2,0
23GC02562,23,24,FEL,2,0
23GC02562,24,25,FEL,2,0
23GC02562,25,26,FEL,2,0
23GC02562,26,27,FEL,2,0
23GC02562,27,28,FEL,2,0
23GC02562,28,29,FEL,2,0
23GC02562,29,30,FEL,2,0
23GC02562,30,31,FEL,2,0
23GC02562,31,32,FEL,2,0
23GC02563,0,1,TZ,3,0
23GC02563,1,2,TZ,3,0
23GC02563,2,3,TZ,3,0
23GC02563,3,4,FZ,2,0
23GC02563,4,5,FZ,2,0
23GC02563,5,6,FZ,2,0
23GC02563,6,7,SF,1,0
23GC02563,7,8,SF,1,0
23GC02563,8,9,SM,1,0
23GC02563,9,10,SM,1,0
23GC02563,10,11,SM,1,0
23GC02563,11,12,SS,1,2
23GC02563,12,13,SS,1,2
23GC02563,13,14,SS,1,2
23GC02563,14,15,SA,2,0
23GC02563,15,16,SA,2,0
23GC02563,16,17,SA,2,0
23GC02563,17,18,SA,2,0
23GC02563,18,19,SA,2,0
23GC02563,19,20,SA,2,0
23GC02563,20,21,SA,2,0
23GC02563,21,22,SA,2,0
23GC02563,22,23,SA,2,0
23GC02563,23,24,SA,2,0
23GC02564,0,1,TZ,3,0
23GC02564,1,2,TZ,3,0
23GC02564,2,3,FZ,2,0
23GC02564,3,4,FZ,2,0
23GC02564,4,5,FZ,2,0
23GC02564,5,6,SF,1,0
23GC02564,6,7,SM,1,0
23GC02564,7,8,SM,1,0
23GC02564,8,9,SS,1,0
23GC02564,9,10,SS,1,0
23GC02564,10,11,SS,1,0
23GC02564,11,12,SS,1,0
23GC02564,12,13,SS,1,0
23GC02564,13,14,SS,1,0
23GC02564,14,15,SA,2,0
23GC02564,15,16,SA,2,0
23GC02564,16,17,SA,2,0
23GC02564,17,18,SA,2,0
23GC02564,18,19,SA,2,0
23GC02564,19,20,SA,2,0
23GC02564,20,21,SA,2,0
23GC02564,21,22,SA,2,0
23GC02564,22,23,SA,2,0
23GC02564,23,24,SA,2,0
23GC02565,0,1,TZ,3,0
23GC02565,1,2,PC,2,0
23GC02565,2,3,PC,2,0
23GC02565,3,4,PC,2,0
23GC02565,4,5,FZ,2,0
23GC02565,5,6,FZ,2,0
23GC02565,6,7,FZ,2,0
23GC02565,7,8,FZ,2,0
23GC02565,8,9,FZ,2,0
23GC02565,9,10,SF,1,0
23GC02565,10,11,SM,1,0
23GC02565,11,12,SM,1,0
